date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:24:11	24698/24698	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2001%20Jun%202023%2005:24:10%20GMT	https://www.natancunha.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/938e2b5c/invisible.js	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/www.natancunha.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/938e2b5c/invisible.js	(from https://www.natancunha.com/)
02:24:13	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:11%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/images/gradient/g30.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/images/gradient/g30.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:13	341/341	---MC-	302	error ('Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:11%20GMT	https://www.natancunha.com/Trident/	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/www.natancunha.com/Trident/index.html	(from https://www.natancunha.com/)
02:24:13	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:13%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/images/gradient/g40.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/images/gradient/g40.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:14	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:14%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/shadow1.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/shadow1.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:15	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:14%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/shadow2.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/shadow2.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:15	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:15%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/shadow3.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/shadow3.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:16	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:15%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/gridtile.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/gridtile.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:16	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:16%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/gridtile_white.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/gridtile_white.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:17	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:17%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/gridtile_3x3.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/gridtile_3x3.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:18	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:17%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/gridtile_3x3_white.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/gridtile_3x3_white.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:18	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:17%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/boxed_bgtile.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/boxed_bgtile.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:18	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:18%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/navigdots_bgtile.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/navigdots_bgtile.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:19	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:19%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/bullets.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/bullets.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:20	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:19%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/bullets2.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/bullets2.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:20	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:20%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/bullet_boxed.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/bullet_boxed.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:21	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:20%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/navigdots.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/navigdots.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:21	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:21%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/large_left.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/large_left.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:22	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:21%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/large_right.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/large_right.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:22	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:21%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/small_left.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/small_left.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:22	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:22%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/small_right.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/small_right.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:23	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:23%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/arrow_left.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/arrow_left.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:23	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:23%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/arrow_right.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/arrow_right.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:24	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:23%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/small_left_boxed.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/small_left_boxed.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:24	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:24%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/small_right_boxed.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/small_right_boxed.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:25	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:24%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/arrowleft.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/arrowleft.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:25	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:25%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/arrowright.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/arrowright.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:25	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:25%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/arrow_left2.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/arrow_left2.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:26	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:26%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/arrow_right2.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/arrow_right2.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:26	152/152	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:26%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/coloredbg.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/coloredbg.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:27	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:26%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/loader.gif	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/external/rs-plugin/assets/loader.gif	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:27	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:27%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/tt-gift-box-border2.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/tt-gift-box-border2.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:28	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:28%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/tt-gift-box-border1.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/tt-gift-box-border1.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:28	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:28%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/cross_20.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/cross_20.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:29	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:28%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/cross_40.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/cross_40.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:29	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:29%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/cross_30.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/cross_30.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:30	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:29%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/cross_60.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/cross_60.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:30	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:30%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/popup_newsletter_image.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/popup_newsletter_image.png	(from https://natancunhashopbarber.mycartpanda.com/themes/void/310879/0/67038/compiled/theme.css?v=1661122565)
02:24:31	0/-1	---M--	302	error ('')			https://www.natancunha.com/checkout	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/www.natancunha.com/checkout.64.delayed	(from https://www.natancunha.com/pages/biography)
02:24:31	0/-1	---M--	302	error ('')			https://www.natancunha.com/checkout	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/www.natancunha.com/checkout.65.delayed	(from https://www.natancunha.com/pages/biography)
02:24:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2001%20Jun%202023%2005:24:30%20GMT	http://natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/vendor.min.js?v=1685596245	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/vendor.min.66fa71.delayed	(from https://www.natancunha.com/pages/biography)
02:24:31	191612/191612	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2001%20Jun%202023%2005:21:22%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/vendor.min.js?v=1685596245	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/vendor.minfa71.js	(from https://www.natancunha.com/pages/biography)
02:24:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2001%20Jun%202023%2005:24:31%20GMT	http://natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/collections-filtres.js?v=1685596244	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/collections-filtres4879.js	(from https://www.natancunha.com/pages/biography)
02:24:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2001%20Jun%202023%2005:24:32%20GMT	http://natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/jquery.instagramFeed.min.js?v=1685596244	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/jquery.instagramFeed.min4879.js	(from https://www.natancunha.com/pages/biography)
02:24:33	31194/31194	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2001%20Jun%202023%2005:21:36%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/collections-filtres.js?v=1685596244	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/collections-filtres4879.js	(from https://www.natancunha.com/pages/biography)
02:24:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2001%20Jun%202023%2005:24:33%20GMT	http://natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/theme.js?v=1685596245	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/themefa71.js	(from https://www.natancunha.com/pages/biography)
02:24:34	11454/11454	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2001%20Jun%202023%2005:21:22%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/jquery.instagramFeed.min.js?v=1685596244	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/jquery.instagramFeed.min4879.js	(from https://www.natancunha.com/pages/biography)
02:24:34	0/-1	---M--	302	error ('')			https://www.natancunha.com/checkout	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/www.natancunha.com/checkout.6e.delayed	(from https://www.natancunha.com/pages/equipments)
02:24:34	0/-1	---M--	302	error ('')			https://www.natancunha.com/checkout	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/www.natancunha.com/checkout.6f.delayed	(from https://www.natancunha.com/pages/equipments)
02:24:34	0/-1	---M--	302	error ('')			https://www.natancunha.com/checkout	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/www.natancunha.com/checkout.70.delayed	(from https://www.natancunha.com/pages/contact)
02:24:34	0/-1	---M--	302	error ('')			https://www.natancunha.com/checkout	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/www.natancunha.com/checkout.71.delayed	(from https://www.natancunha.com/pages/contact)
02:24:34	98990/98990	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2001%20Jun%202023%2005:21:22%20GMT	https://natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/theme.js?v=1685596245	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/themes/void/310879/67038/themefa71.js	(from https://www.natancunha.com/pages/biography)
02:24:35	341/341	---MC-	302	error ('Found')	text/html	date:Thu,%2001%20Jun%202023%2005:24:34%20GMT	https://www.natancunha.com/pages/Trident/	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/www.natancunha.com/pages/Trident/index.html	(from https://www.natancunha.com/pages/biography)
02:24:35	2390/2390	---M-Z	200	added ('OK')	text/css	etag:%225eb03fd5-956%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css	(from https://www.natancunha.com/cart)
02:24:35	1369/1369	---M-Z	200	added ('OK')	text/css	etag:%225eb03fd5-559%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick.min.css	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick.min.css	(from https://www.natancunha.com/cart)
02:24:35	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fd5-a76f%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick.min.js	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick.min.js	(from https://www.natancunha.com/cart)
02:24:36	0/-1	---M--	302	error ('')			https://www.natancunha.com/checkout	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/www.natancunha.com/checkout.76.delayed	(from https://www.natancunha.com/cart)
02:24:36	0/-1	---M--	302	error ('')			https://www.natancunha.com/checkout	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/www.natancunha.com/checkout.77.delayed	(from https://www.natancunha.com/cart)
02:24:36	80257/80257	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03e72-13981%22	https://cdnjs.cloudflare.com/ajax/libs/handlebars.js/4.7.6/handlebars.min.js	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/cdnjs.cloudflare.com/ajax/libs/handlebars.js/4.7.6/handlebars.min.js	(from https://www.natancunha.com/cart)
02:24:37	825959/825959	---MCZ	200	added ('OK')	text/css	etag:W/%22647708bc-c9a67%22	https://natancunhashopbarber.mycartpanda.com/css/app.css	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/natancunhashopbarber.mycartpanda.com/css/app.css	(from https://www.natancunha.com/account/login)
02:24:37	1088/1088	---M--	200	added ('OK')	image/png	etag:%222d67385bc4728b87ea0d1fa235e8766090076087%22	https://thumbor.cartpanda.com/16xuULdHLW3D9AsPXgCQ3Qtv9zk=/32x0/https://assets.mycartpanda.com/static/favicons/cf/c6/88/1652093914.png	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/thumbor.cartpanda.com/16xuULdHLW3D9AsPXgCQ3Qtv9zk=/32x0/https_/assets.mycartpanda.com/static/favicons/cf/c6/88/1652093914.png	(from https://www.natancunha.com/account/login)
02:24:38	42470/42470	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jun%202023%2005:24:38%20GMT	https://www.natancunha.com/not-found	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/www.natancunha.com/not-found.html	(from https://www.natancunha.com/Trident/)
02:24:39	4178/4178	---M-Z	200	added ('OK')	image/gif	etag:%225eb03fd5-1052%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/ajax-loader.gif	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/ajax-loader.gif	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css)
02:24:39	2048/2048	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-800%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.eot	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.eot	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css)
02:24:39	2048/2048	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-800%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.eot?	C:/Users/Natan%20Cunha's/Downloads/www.natancunha.com/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slickd41d.eot	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css)
